"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight","symbol","description"
"ENSMUSG00000051758",9.51223225378209,3.21861819558082,0.416104344550214,7.73512278286825,1.03303356444387e-14,7.50981425374488e-12,2.29166012387738,"4930544M13Rik","RIKEN cDNA 4930544M13 gene [Source:MGI Symbol;Acc:MGI:1922411]"
"ENSMUSG00000052336",186.253297929564,3.17539481462756,0.410801445471725,7.72975569981562,1.07753167673376e-14,7.94500845722652e-12,2.17575623594581,"Cx3cr1","chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815]"
"ENSMUSG00000026628",2860.53583833289,3.1706687394035,0.297015071416408,10.675110607294,1.33098916844424e-26,7.5018830537267e-23,1.53699532286157,"Atf3","activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]"
"ENSMUSG00000069355",52.2893288490526,3.16909096820555,0.430235168457029,7.36595053252155,1.75889040318478e-13,9.62969497287682e-11,2.19766790896217,"Gm5152","predicted gene 5152 [Source:MGI Symbol;Acc:MGI:3643407]"
"ENSMUSG00000057534",3.81375453536651,3.15927723283316,0.426896300946244,7.4005729865319,1.3559811512919e-13,9.80496611476456e-11,1.61898994031377,"Elobl","elongin B-like [Source:MGI Symbol;Acc:MGI:1860403]"
"ENSMUSG00000050747",43.1585512793217,3.15195240753139,0.418371001940677,7.53386920439175,4.92584688654031e-14,3.35165631077964e-11,1.98934345912303,"Trim15","tripartite motif-containing 15 [Source:MGI Symbol;Acc:MGI:1916347]"
"ENSMUSG00000058153",161.845543545058,3.14260901216044,0.42665827101742,7.36563480807836,1.76305858024955e-13,9.62969497287682e-11,2.24175544250295,"Sez6l","seizure related 6 homolog like [Source:MGI Symbol;Acc:MGI:1935121]"
"ENSMUSG00000105157",36.5945892232198,3.09059293194909,0.430212092968556,7.18388204902222,6.77593279387182e-13,3.6807569267357e-10,2.04458732202525,"Gm31831","predicted gene, 31831 [Source:MGI Symbol;Acc:MGI:5590990]"
"ENSMUSG00000019647",174.996919421982,3.05348708665466,0.344013144147314,8.87607679707464,6.92600309410018e-19,1.27296187340206e-15,1.81285158827253,"Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]"
"ENSMUSG00000095918",7.59367988245032,3.03969747827815,0.428462700602273,7.09442729555074,1.29888236515040e-12,7.0802936956481e-10,1.80594362789674,"Gm5861","predicted gene 5861 [Source:MGI Symbol;Acc:MGI:3644254]"
"ENSMUSG00000034391",22.8000379412457,2.98818254119927,0.42452406600334,7.03890021908855,1.93763056318034e-12,8.01427911455608e-10,2.32719254788119,"Fbxo15","F-box protein 15 [Source:MGI Symbol;Acc:MGI:1354755]"
"ENSMUSG00000097434",2.84814583751304,2.97777651414095,0.389622694225715,7.64271834847452,2.12682898023625e-14,2.85815000655849e-11,1.03973862031825,"Gm16630","predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554]"
"ENSMUSG00000001473",991.016472654903,2.97577849494244,0.300477673500319,9.90349286280428,4.01985036411292e-23,1.55745375716495e-19,1.86329575565808,"Tubb6","tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
"ENSMUSG00000022582",22.0364165896576,2.95494462661397,0.429898475418581,6.87358712713931,6.26072409541519e-12,2.78199941045236e-09,1.98934345912303,"Ly6g","lymphocyte antigen 6 complex, locus G [Source:MGI Symbol;Acc:MGI:109440]"
"ENSMUSG00000030677",463.203796974671,2.86736792173319,0.230781258979912,12.4246133954178,1.92153094422358e-35,5.63264286963585e-31,1.47765648871016,"Kif22","kinesin family member 22 [Source:MGI Symbol;Acc:MGI:109233]"
"ENSMUSG00000115016",18.4921916565366,2.86256525103394,0.408809080609296,7.00220564271106,2.51963874025052e-12,1.08468815088175e-09,2.1873277776184,"AA536875","predicted gene, 33906 [Source:MGI Symbol;Acc:MGI:5593065]"
"ENSMUSG00000067848",8.67954135740759,2.8417313889418,0.42398717317935,6.70239943258784,2.05024676175892e-11,8.40736250647262e-09,1.99300693610315,"4933402N22Rik","RIKEN cDNA 4933402N22 gene [Source:MGI Symbol;Acc:MGI:3703021]"
"ENSMUSG00000117926",29.3218397019298,2.76999208070015,0.428335517531921,6.46687460489129,1.00050605162666e-10,3.63075561667241e-08,1.98934345912303,"C030004G16Rik","RIKEN cDNA C030004G16 gene [Source:MGI Symbol;Acc:MGI:1925786]"
"ENSMUSG00000006546",104.351046473687,2.75925764370967,0.422904768812591,6.52453660302049,6.82120915527199e-11,2.102484097765e-08,2.55507866644456,"Cryba2","crystallin, beta A2 [Source:MGI Symbol;Acc:MGI:104336]"
"ENSMUSG00000072572",8.35231527478611,2.72907468177662,0.395301202028573,6.9037854369574,5.06347617606318e-12,2.76899981962234e-09,1.65014810441021,"Slc39a2","solute carrier family 39 (zinc transporter), member 2 [Source:MGI Symbol;Acc:MGI:2684326]"
"ENSMUSG00000000567",177.630350212334,2.67556194791457,0.376074239197507,7.11445153388828,1.12358742655804e-12,5.81706663764368e-10,1.99201158594829,"Sox9","SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]"
"ENSMUSG00000063632",2362.49232366202,2.664914027234,0.312861247427622,8.51787828996146,1.6250284572867e-17,2.5519314375632e-14,1.97016342186085,"Sox11","SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]"
"ENSMUSG00000030898",154.649507374045,2.64175681533148,0.406525032706319,6.49838657596257,8.11859694888387e-11,3.0680649417016e-08,2.01085102198097,"Cckbr","cholecystokinin B receptor [Source:MGI Symbol;Acc:MGI:99479]"
"ENSMUSG00000095710",1.2892471854468,2.64120717747728,0.429590734883777,6.14819399722818,7.83701454053878e-10,3.55517665812608e-07,1.29031594977916,"Gm8871","predicted pseudogene 8871 [Source:MGI Symbol;Acc:MGI:3645635]"
"ENSMUSG00000022367",4.46944034942851,2.59094858332389,0.42983634658028,6.0277559213806,1.66251867766822e-09,4.98437460967889e-07,1.80594362789674,"Has2","hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]"
"ENSMUSG00000096732",3.52690369963967,2.58835839529299,0.429173215073963,6.0310343338806,1.6291356764277e-09,4.69565316687653e-07,1.9022713651572,"Gm8897","predicted gene 8897 [Source:MGI Symbol;Acc:MGI:3779819]"
"ENSMUSG00000085449",10.8964027032887,2.5787170119869,0.429931100959054,5.99797736482548,1.99790360760318e-09,6.3634027824016e-07,1.61898994031377,"Gm15520","predicted gene 15520 [Source:MGI Symbol;Acc:MGI:3782967]"
"ENSMUSG00000059645",13.7404049907036,2.57758148159444,0.41751628584864,6.17360703991527,6.67493224280573e-10,1.6223945140704e-07,2.5458374518974,"Gm7361","predicted gene 7361 [Source:MGI Symbol;Acc:MGI:3805965]"
"ENSMUSG00000020122",105.420966174739,2.56220164889569,0.325176544602388,7.87941717022868,3.28911644177518e-15,2.64800068386779e-12,2.24175544250295,"Egfr","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]"
"ENSMUSG00000027925",6.34097580588947,2.51890065809991,0.419331009481809,6.00695059784073,1.89045086829509e-09,5.59776296961749e-07,1.80594362789674,"Sprr2j-ps","small proline-rich protein 2J, pseudogene [Source:MGI Symbol;Acc:MGI:1330345]"
"ENSMUSG00000019866",75.104719801471,2.50670457189148,0.365877506218739,6.8512125760277,7.3226605319375e-12,3.02420682256173e-09,2.09761474363844,"Crybg1","crystallin beta-gamma domain containing 1 [Source:MGI Symbol;Acc:MGI:109544]"
"ENSMUSG00000115620",2.38969120128479,2.48845364060734,0.408943141555046,6.0850846676258,1.16429766456769e-09,1.02481157622854e-06,0.540775403702897,"Gm45924","predicted gene, 45924 [Source:MGI Symbol;Acc:MGI:5825561]"
"ENSMUSG00000086541",6.96194484579319,2.47604309275675,0.429615596024232,5.7633920082759,8.24400105861937e-09,1.91675613424066e-06,1.99300693610315,"Has2os","hyaluronan synthase 2, opposite strand [Source:MGI Symbol;Acc:MGI:3643465]"
"ENSMUSG00000023387",38.7566476960048,2.45324243196262,0.410119888467378,5.98176899230715,2.20727168207335e-09,7.01288654660483e-07,1.56703264774324,"Kcnk16","potassium channel, subfamily K, member 16 [Source:MGI Symbol;Acc:MGI:1921821]"
"ENSMUSG00000030268",423.681962594045,2.440870940432,0.389809540648731,6.2617013846553,3.80799626347818e-10,1.72051339505259e-07,1.35026318083482,"Bcat1","branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]"
"ENSMUSG00000085785",4.78461639312747,2.42875353778602,0.426868698867448,5.68969695887729,1.27265021853578e-08,2.82236052557813e-06,1.99300693610315,"Sox5os3","SRY (sex determining region Y)-box 5, opposite strand 3 [Source:MGI Symbol;Acc:MGI:1914010]"
"ENSMUSG00000090701",0.91840840917169,2.41912939071752,0.427919887953052,5.65322963204488,1.57460713335606e-08,2.10332191637116e-05,0.245657967862908,"Gm6486","predicted gene 6486 [Source:MGI Symbol;Acc:MGI:3644005]"
"ENSMUSG00000001131",120.712800701271,2.41038573236116,0.399001658095444,6.04104189407797,1.53122211007196e-09,4.69050557093613e-07,1.81285158827253,"Timp1","tissue inhibitor of metalloproteinase 1 [Source:MGI Symbol;Acc:MGI:98752]"
"ENSMUSG00000111482",2.38386447363991,2.40667660703809,0.400584667353427,6.00790994557645,1.87930169972104e-09,1.63617618745123e-06,0.540775403702897,"Gm47153","predicted gene, 47153 [Source:MGI Symbol;Acc:MGI:6095921]"
"ENSMUSG00000109501",3.6444988946776,2.38699559009759,0.391427837093433,6.09817535672054,1.07286018936515e-09,3.34646369882628e-07,1.9022713651572,"Gm14377","predicted gene 14377 [Source:MGI Symbol;Acc:MGI:3651179]"
"ENSMUSG00000024987",33.7722978258491,2.36446173505084,0.425757739620549,5.55353788085718,2.79944964050142e-08,5.49138077672789e-06,2.04458732202525,"Cyp26a1","cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]"
"ENSMUSG00000025900",6.87751465913058,2.35628693617918,0.41606549349585,5.66325968630869,1.48524124047356e-08,3.76716351677599e-06,1.65014810441021,"Rp1","retinitis pigmentosa 1 (human) [Source:MGI Symbol;Acc:MGI:1341105]"
"ENSMUSG00000026630",40.7098037082585,2.34983996270919,0.425514550690286,5.52234925667569,3.34496745727108e-08,6.49641765210677e-06,1.95637194639394,"Batf3","basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]"
"ENSMUSG00000031074",62.3877885693792,2.34538058453338,0.425996530387419,5.50563306795103,3.67843984923314e-08,5.7209901982078e-06,2.55507866644456,"Fgf3","fibroblast growth factor 3 [Source:MGI Symbol;Acc:MGI:95517]"
"ENSMUSG00000037035",47.1444092197379,2.34072015720574,0.430156245187897,5.44155799989209,5.28165908745819e-08,9.32441887370861e-06,2.04458732202525,"Inhbb","inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]"
"ENSMUSG00000025473",112.071260222883,2.33104106684641,0.324195101630757,7.19024147842108,6.46768300111215e-13,2.8853544539219e-10,2.55507866644456,"Adam8","a disintegrin and metallopeptidase domain 8 [Source:MGI Symbol;Acc:MGI:107825]"
"ENSMUSG00000023905",163.97448193735,2.33048901917189,0.262465974319704,8.8792043433911,6.73403007182315e-19,1.20879381156106e-15,2.01085102198097,"Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]"
"ENSMUSG00000048764",0.972629610738435,2.30671884540951,0.42916597057543,5.37488758094365,7.66304781394179e-08,2.59599838361957e-05,0.933286253786401,"Tmprss11f","transmembrane protease, serine 11f [Source:MGI Symbol;Acc:MGI:2442348]"
"ENSMUSG00000098276",1.55212420234405,2.28115184261596,0.424939661829716,5.36817823216058,7.95359344598933e-08,2.03814156230371e-05,1.29031594977916,"Mir6358","microRNA 6358 [Source:MGI Symbol;Acc:MGI:5531212]"
"ENSMUSG00000022044",1862.62637764227,2.25662150003416,0.336309885564207,6.70994697717065,1.94695146941766e-11,1.01607821301842e-08,1.53699532286157,"Stmn4","stathmin-like 4 [Source:MGI Symbol;Acc:MGI:1931224]"
"ENSMUSG00000108022",11.5955617841531,2.25582824216692,0.425750794725454,5.29847100725108,1.16776414487427e-07,1.56444054608209e-05,2.5458374518974,"Gm7298","predicted gene 7298 [Source:MGI Symbol;Acc:MGI:3648717]"
"ENSMUSG00000091898",69.0440401408719,2.24709366226849,0.317189719171489,7.08438365574389,1.39664489542973e-12,6.73313666886177e-10,2.08948102568283,"Tnnc1","troponin C, cardiac/slow skeletal [Source:MGI Symbol;Acc:MGI:98779]"
"ENSMUSG00000095829",1.62445709322721,2.23680800877028,0.427553011114396,5.23165069739574,1.68002991146791e-07,4.22284854342953e-05,1.14883740784339,"Speer1","spermatogenesis associated glutamate (E)-rich protein 1 [Source:MGI Symbol;Acc:MGI:1918146]"
"ENSMUSG00000044734",1679.85046491029,2.23583060021012,0.345005026003988,6.48057399657789,9.13743272300962e-11,4.08884008382822e-08,1.53699532286157,"Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a [Source:MGI Symbol;Acc:MGI:1913472]"
"ENSMUSG00000096878",2.22886447130983,2.2235096792618,0.429889905813222,5.1722770160318,2.31258393882023e-07,0.000107693736842804,0.540775403702897,"Gm21083","predicted gene, 21083 [Source:MGI Symbol;Acc:MGI:5434438]"
"ENSMUSG00000033060",225.370395435929,2.22080883088663,0.343457381495974,6.46603902124218,1.00605109304189e-10,3.39465862724576e-08,2.17575623594581,"Lmo7","LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]"
"ENSMUSG00000068735",84.8455338205281,2.22001131391724,0.395916581784742,5.60727035960379,2.05542457498283e-08,3.44996122392239e-06,2.55507866644456,"Trp53i11","transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995]"
"ENSMUSG00000091345",20.1158996092827,2.21861886545986,0.410575310329687,5.40368309940101,6.52862461894254e-08,1.1557000587576e-05,1.98934345912303,"Col6a5","collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]"
"ENSMUSG00000102261",7.38072897882095,2.20939743019119,0.401909148711119,5.49725587804232,3.85746778242848e-08,8.72890389976956e-06,1.65014810441021,"Gm18864","predicted gene, 18864 [Source:MGI Symbol;Acc:MGI:5011049]"
"ENSMUSG00000096846",3.4375191477781,2.20244321858339,0.429297009861649,5.13034837883724,2.89206429359066e-07,4.95995245750386e-05,1.61898994031377,"Gm8890","predicted gene 8890 [Source:MGI Symbol;Acc:MGI:3779817]"
"ENSMUSG00000053166",2.82471981507446,2.20226468587227,0.41019116525364,5.36887400905015,7.92297424278951e-08,2.44494232328836e-05,1.03973862031825,"Cdh22","cadherin 22 [Source:MGI Symbol;Acc:MGI:1341843]"
"ENSMUSG00000027978",221.987326772671,2.18930496571597,0.404477349823189,5.41267630109075,6.20896725881762e-08,9.91480290480788e-06,2.24175544250295,"Prss12","protease, serine 12 neurotrypsin (motopsin) [Source:MGI Symbol;Acc:MGI:1100881]"
"ENSMUSG00000030523",7.90213600839502,2.1818960122471,0.367959023809944,5.92972551577938,3.03441495924079e-09,8.94953267406984e-07,1.65014810441021,"Trpm1","transient receptor potential cation channel, subfamily M, member 1 [Source:MGI Symbol;Acc:MGI:1330305]"
"ENSMUSG00000097327",12.5005296274168,2.16748654754172,0.425359790127862,5.09565454433334,3.47538369631361e-07,5.90077750615606e-05,1.61898994031377,"E030030I06Rik","RIKEN cDNA E030030I06 gene [Source:MGI Symbol;Acc:MGI:2442914]"
"ENSMUSG00000035493",623.901345421344,2.16612810322437,0.33541214938525,6.45810864989385,1.06019617326287e-10,4.85591517672421e-08,1.47765648871016,"Tgfbi","transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]"
"ENSMUSG00000061878",35.9563136897197,2.15880410202221,0.379532187189508,5.6880659266569,1.28486222874975e-08,3.48190297060069e-06,1.56703264774324,"Sphk1","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"
"ENSMUSG00000021411",72.9060941275144,2.15872136394555,0.41096794287382,5.25277312106152,1.49826050770385e-07,2.31783448922547e-05,2.08948102568283,"Pxdc1","PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]"
"ENSMUSG00000105615",1.27708633662221,2.15668295335329,0.423480150946143,5.09276042462632,3.52887499770438e-07,7.67245077178909e-05,1.22222982860088,"Gm31048","predicted gene, 31048 [Source:MGI Symbol;Acc:MGI:5590207]"
"ENSMUSG00000087044",6.76389979455676,2.12079517782955,0.430222527781434,4.92953074485905,8.24273636121215e-07,0.00011362039377735,1.80594362789674,"1700042G15Rik","RIKEN cDNA 1700042G15 gene [Source:MGI Symbol;Acc:MGI:1920599]"
"ENSMUSG00000026247",125.016823886536,2.12079318619154,0.419632858060667,5.05392546235007,4.32820581239829e-07,5.90077750615606e-05,2.01085102198097,"Ecel1","endothelin converting enzyme-like 1 [Source:MGI Symbol;Acc:MGI:1343461]"
"ENSMUSG00000101797",19.9025776306005,2.11210683299907,0.380173942539073,5.55563282136834,2.76607785503697e-08,4.88617180063018e-06,2.29166012387738,"Gm29266","predicted gene 29266 [Source:MGI Symbol;Acc:MGI:5579972]"
"ENSMUSG00000081766",4.16893686002488,2.11102793939122,0.412888633546126,5.11282648122446,3.17373805350669e-07,4.50826209905081e-05,1.99300693610315,"2210409E12Rik","RIKEN cDNA 2210409E12 gene [Source:MGI Symbol;Acc:MGI:1919631]"
"ENSMUSG00000095493",18.2415783354734,2.10004640611051,0.385306891998363,5.45032141838624,5.027886763466e-08,8.13754960401655e-06,2.32719254788119,"A630023A22Rik","RIKEN cDNA A630023A22 gene [Source:MGI Symbol;Acc:MGI:2145657]"
"ENSMUSG00000014599",195.607283908484,2.09867823203641,0.323483745391916,6.4877393746439,8.71338358612725e-11,3.0680649417016e-08,2.17575623594581,"Csf1","colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]"
"ENSMUSG00000024659",1209.39153628286,2.09542205156371,0.429257039356856,4.88150888498701,1.05277178982235e-06,0.000130032018373665,1.97016342186085,"Anxa1","annexin A1 [Source:MGI Symbol;Acc:MGI:96819]"
"ENSMUSG00000005220",18.8309843488344,2.0689167830615,0.430163288117094,4.80960797960594,1.51226586482169e-06,0.000155345414112894,2.29166012387738,"Corin","corin, serine peptidase [Source:MGI Symbol;Acc:MGI:1349451]"
"ENSMUSG00000003752",50.1021237440937,2.06679057821218,0.290567459949814,7.11294574612431,1.13591941375381e-12,5.75265740136406e-10,2.08609207688782,"Itpkc","inositol 1,4,5-trisphosphate 3-kinase C [Source:MGI Symbol;Acc:MGI:2442554]"
"ENSMUSG00000051985",7.3063735919827,2.05600628629651,0.355462078717134,5.78403832475367,7.2928315938092e-09,2.0150599601626e-06,1.65014810441021,"Igfn1","immunoglobulin-like and fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:3045352]"
"ENSMUSG00000036390",1492.74501236041,2.0525344716094,0.209352036600716,9.80422500271193,1.07972632056265e-22,3.13747464896237e-19,1.86329575565808,"Gadd45a","growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]"
"ENSMUSG00000100303",2.8944881443318,2.04994645910781,0.421401202760927,4.8645956529716,1.14691031524158e-06,0.000243774082381942,1.03973862031825,"2600014E21Rik","RIKEN cDNA 2600014E21 gene [Source:MGI Symbol;Acc:MGI:1919384]"
"ENSMUSG00000038331",3.56321160707549,2.03619683472769,0.430278460639476,4.73227693457282,2.22015226706049e-06,0.000256615203531391,1.9022713651572,"Satb2","special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]"
"ENSMUSG00000024066",104.88579105063,2.03457470616172,0.366946324801968,5.5446112105353,2.9460804034391e-08,4.71164729905953e-06,2.55507866644456,"Xdh","xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]"
"ENSMUSG00000100113",987.285907127211,2.03111288509049,0.273536775311411,7.4253740937691,1.1246160207136e-13,7.4924938154407e-11,1.97016342186085,"Gm28592","predicted gene 28592 [Source:MGI Symbol;Acc:MGI:5579298]"
"ENSMUSG00000087273",25.8849713887004,2.02996467534367,0.359184875366592,5.65158728710901,1.58972923308762e-08,3.14809341497804e-06,2.1873277776184,"Gm13203","predicted gene 13203 [Source:MGI Symbol;Acc:MGI:3651445]"
"ENSMUSG00000020205",1310.77577515282,2.0193966236962,0.271462149644794,7.43896202965521,1.01479484727934e-13,7.9304081294701e-11,1.63020460917059,"Phlda1","pleckstrin homology like domain, family A, member 1 [Source:MGI Symbol;Acc:MGI:1096880]"
"ENSMUSG00000025348",794.027462898049,2.01578020846348,0.237291862992429,8.49494029438249,1.98034686412967e-17,3.81266835731807e-14,1.47765648871016,"Itga7","integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]"
"ENSMUSG00000091933",1.14302923107594,2.00747648844603,0.426325413405485,4.70878916743507,2.49192657456527e-06,0.00041971540709421,1.23047377598249,"Gm8857","predicted gene 8857 [Source:MGI Symbol;Acc:MGI:3648006]"
"ENSMUSG00000044626",18.7396898990265,2.00589241022332,0.416946115640189,4.81091521177364,1.50240745849822e-06,0.000155176071205684,2.29166012387738,"Liph","lipase, member H [Source:MGI Symbol;Acc:MGI:2388029]"
"ENSMUSG00000096999",2.64069506298449,2.0043245682818,0.428060951831226,4.68233451266084,2.83626140009353e-06,0.000475436933484298,1.23047377598249,"Gm26793","predicted gene, 26793 [Source:MGI Symbol;Acc:MGI:5477287]"
"ENSMUSG00000024883",24.1834099222606,2.0032719465955,0.297746496415696,6.72811257466035,1.71877928071636e-11,7.19689745289217e-09,1.98934345912303,"Rin1","Ras and Rab interactor 1 [Source:MGI Symbol;Acc:MGI:2385695]"
"ENSMUSG00000028179",9.6346722674559,1.99192297368115,0.427723656165603,4.65703251379189,3.20799797032071e-06,0.000371704542331194,1.80594362789674,"Cth","cystathionase (cystathionine gamma-lyase) [Source:MGI Symbol;Acc:MGI:1339968]"
"ENSMUSG00000025650",39.1792384894062,1.99108569079684,0.293673053605039,6.77994002634864,1.20225780041715e-11,4.99413275467493e-09,2.04458732202525,"Col7a1","collagen, type VII, alpha 1 [Source:MGI Symbol;Acc:MGI:88462]"
"ENSMUSG00000040663",21.1568459778229,1.97128468329579,0.246527546832121,7.99620451599344,1.28313183895511e-15,1.03836357889574e-12,2.32719254788119,"Clcf1","cardiotrophin-like cytokine factor 1 [Source:MGI Symbol;Acc:MGI:1930088]"
"ENSMUSG00000038943",101.113282998098,1.9591780592289,0.326213187465994,6.00582114551433,1.90365954021217e-09,4.54836431031633e-07,2.39616553343299,"Prc1","protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961]"
"ENSMUSG00000100426",58.444299936421,1.95726116468833,0.428884149659565,4.56361272908299,5.02807915945964e-06,0.000492460147212493,2.08609207688782,"Gm4208","predicted gene 4208 [Source:MGI Symbol;Acc:MGI:3782384]"
"ENSMUSG00000047407",153.874245791436,1.95577163016123,0.403357081100467,4.84873508313119,1.24251222885361e-06,0.000138189715459817,2.17575623594581,"Tgif1","TGFB-induced factor homeobox 1 [Source:MGI Symbol;Acc:MGI:1194497]"
"ENSMUSG00000025347",46.7764465700573,1.95467510221409,0.250668882697167,7.79783705572873,6.29772537115387e-15,5.48494475804158e-12,1.98934345912303,"Mettl7b","methyltransferase like 7B [Source:MGI Symbol;Acc:MGI:1918914]"
"ENSMUSG00000038059",558.583058181069,1.93856308016398,0.31054854581122,6.2423833771304,4.30953079865529e-10,1.41413624359219e-07,1.97016342186085,"Smim3","small integral membrane protein 3 [Source:MGI Symbol;Acc:MGI:1917088]"
"ENSMUSG00000060508",1.62369901979863,-1.9364021191049,0.429604102549662,-4.50741067790678,6.56235419300053e-06,0.00100988828208621,1.14883740784339,"Nlrp9b","NLR family, pyrin domain containing 9B [Source:MGI Symbol;Acc:MGI:2675377]"
"ENSMUSG00000034107",21.7606681007272,1.93564452978585,0.406997787964657,4.75590921382092,1.97555242112771e-06,0.00022172536404587,1.98934345912303,"Ano7","anoctamin 7 [Source:MGI Symbol;Acc:MGI:3052714]"
"ENSMUSG00000109032",7.8348126759829,1.93107050760785,0.41253569429693,4.68097799609535,2.8550958612489e-06,0.000370806759689623,1.61898994031377,"Gm7972","predicted gene 7972 [Source:MGI Symbol;Acc:MGI:3647337]"
"ENSMUSG00000032802",1911.05866893199,1.93032436439133,0.205174475193789,9.4082090989541,5.04662029570642e-21,1.479331358666e-17,1.47765648871016,"Srxn1","sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]"
"ENSMUSG00000040569",47.7885770844297,-1.92274009938139,0.375501280360968,-5.12046216602263,3.04787763199271e-07,4.22284854342953e-05,2.08609207688782,"Slc26a7","solute carrier family 26, member 7 [Source:MGI Symbol;Acc:MGI:2384791]"
"ENSMUSG00000034205",15.4816676787969,1.91527081697558,0.371127513469031,5.1606812954206,2.46052750925102e-07,4.33090647614364e-05,1.61898994031377,"Loxl2","lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]"
